"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","N°DPE","Code_postal_(BAN)","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score"
177.4,1513.7,88.7,2837.5,"2023-11-13",364.4,"2369N3854829T","69500",43.5,11.1,"appartement",137.2,73.4,0,"C",26.693783
157.7,1235.3,133.3,4632,"2023-09-20",417.4,"2369N3132898E","69500",62.2,33.3,"appartement",187.2,79.7,0,"B",26.693783
173.8,4585.7,144.8,5028.8,"2023-08-31",449.3,"2369N2886450K","69500",69.2,18.1,"appartement",202,77.4,0,"B",26.693783
306.7,1888.4,177,4657.6,"2023-11-24",559.6,"2369N4015423L","69500",83.8,0,"appartement",185.4,59.2,0,"C",26.693783
188.3,1091.7,129.8,5117.5,"2023-08-31",443.9,"2369N2886955V","69500",63.2,16.2,"appartement",199.2,85,0,"B",26.693783
212.1,4585.7,153,5583.9,"2023-08-31",496,"2369N2886721V","69500",73.1,19.1,"appartement",206.3,81.2,0,"B",26.693783
109.4,2474.3,83.9,3595.8,"2023-08-31",314.9,"2369N2886821R","69500",42.1,11.2,"appartement",161.7,90.2,0,"B",26.693783
130.4,4585.7,135.6,4401.2,"2023-08-31",396.5,"2369N2886603H","69500",64.8,17,"appartement",197.3,72.7,0,"B",26.693783
170,4585.7,124.4,4810,"2023-08-31",424.6,"2369N2886632K","69500",59.5,15.6,"appartement",191.4,85.7,0,"B",26.693783
293.8,1235.3,172.7,6680.5,"2023-09-20",594.2,"2369N3132884Q","69500",80.6,43.2,"appartement",206.5,88.1,0,"B",26.693783
139.3,1513.7,72.9,2386.7,"2023-11-13",305.2,"2369N3854842G","69500",35.8,9.1,"appartement",125,74.8,0,"C",26.693783
277.2,1888.4,124.6,3909,"2023-11-02",474.1,"2369N3717953H","69500",59,0,"appartement",149.4,71.2,0,"C",26.693783
217.5,4585.7,176.9,5852.1,"2023-08-31",526,"2369N2886636O","69500",84.5,22.1,"appartement",218.7,74,0,"B",26.693783
228.5,2660.5,86.2,4566.6,"2023-01-30",402.9,"2269N3212133Q","69500",42.6,23,"appartement",132.8,113.5,0,"C",26.693783
162.2,2474.3,138.3,4815.6,"2023-08-31",431.6,"2369N2886861F","69500",69.3,18.4,"appartement",197.2,74.2,0,"B",26.693783
66.1,549,42.4,1066.5,"2023-07-10",175,"2369N2326411L","69500",19,29.1,"appartement",83.6,77.7,0,"B",26.693783
255.6,1346,121.2,4382.8,"2023-02-01",514.5,"2369N0325418E","69500",57.2,0,"appartement",215,80.1,0,"C",26.693783
114.7,1235.3,97.1,3744.6,"2023-09-20",333.2,"2369N3132895B","69500",45.3,24.3,"appartement",165.7,87.9,0,"B",26.693783
177.6,1888.4,78.9,2744.3,"2023-11-02",330.2,"2369N3717939T","69500",37.3,0,"appartement",122.5,78.4,0,"C",26.693783
375,2660.5,162.8,6930.3,"2023-01-30",624.4,"2269N3212122F","69500",80.5,43.4,"appartement",170.6,92.1,0,"B",26.693783
97.5,4585.7,88.9,3511,"2023-08-31",309.2,"2369N2886391D","69500",42.5,11.1,"appartement",166.6,87.4,0,"B",26.693783
275,4585.7,174.4,6561.4,"2023-08-31",580.9,"2369N2886667T","69500",83.3,21.8,"appartement",217.4,83.5,0,"B",26.693783
400.8,1888.4,133.7,5276.1,"2023-11-24",618.2,"2369N4015505P","69500",63.3,0,"appartement",166.4,87,0,"C",26.693783
144.4,1112.7,101.1,4080,"2023-09-20",356.3,"2369N3132783T","69500",45.9,23.8,"appartement",163.6,93.6,0,"B",26.693783
123.9,1513.7,78.1,2306.3,"2023-11-13",296.8,"2369N3854825P","69500",38.3,9.8,"appartement",129,67.9,0,"C",26.693783
266.2,1513.7,119,3780,"2023-11-13",488,"2369N3854837B","69500",58.4,14.9,"appartement",154.9,73.1,0,"C",26.693783
206.5,2474.3,157.3,5540.9,"2023-08-31",495.9,"2369N2886816M","69500",78.8,21,"appartement",207.3,75,0,"B",26.693783
133.1,549,44,1309.2,"2023-07-10",243.9,"2369N2326471T","69500",19.7,30.2,"appartement",84.5,102.7,0,"B",26.693783
302.5,1888.4,177,4619.8,"2023-11-24",555.4,"2369N4015444G","69500",83.8,0,"appartement",185.4,58.8,0,"C",26.693783
250.3,2474.3,179.5,6287.3,"2023-08-31",563.1,"2369N2886827X","69500",90,23.9,"appartement",219.1,74.5,0,"B",26.693783
109.4,2474.3,83.9,3595.8,"2023-08-31",314.9,"2369N2886886E","69500",42.1,11.2,"appartement",161.7,90.2,0,"B",26.693783
357.7,4585.7,247.5,8222.4,"2023-08-31",738.6,"2369N2886673Z","69500",118.3,30.9,"appartement",255.4,74.3,0,"B",26.693783
312.1,2474.3,221.1,7427.8,"2023-08-31",668.7,"2369N2886878W","69500",110.8,29.5,"appartement",241.2,71.7,0,"B",26.693783
178.9,1346,86.1,3382.9,"2023-02-01",395.5,"2369N0325392E","69500",40.6,0,"appartement",185.4,86.7,0,"C",26.693783
450.6,2660.5,178,7942.9,"2023-01-30",713.8,"2269N3212126J","69500",88,47.5,"appartement",177.1,96.5,0,"C",26.693783
161.4,2474.3,128.7,4723,"2023-08-31",420.7,"2369N2886865J","69500",64.5,17.2,"appartement",192.1,77.9,0,"B",26.693783
218.3,1112.7,175.9,5628.3,"2023-09-20",504.2,"2369N3132779P","69500",79.9,41.4,"appartement",201.9,75.2,0,"B",26.693783
347,4585.7,223.4,7885.2,"2023-08-31",703.2,"2369N2886709J","69500",106.8,27.9,"appartement",242.8,78.6,0,"B",26.693783
572,2660.5,170.1,9340.4,"2023-01-30",828,"2269N3212134R","69500",84.1,45.4,"appartement",173.7,117.9,0,"C",26.693783
308.1,1888.4,129.1,4198.6,"2023-11-02",508.5,"2369N3717972A","69500",61.1,0,"appartement",151.2,73.7,0,"C",26.693783
83.6,549,47.4,1164,"2023-07-10",198.5,"2369N2326276G","69500",21.2,32.6,"appartement",86.5,78.5,0,"B",26.693783
210.3,1112.7,132.3,5196.2,"2023-09-20",455,"2369N3132810U","69500",60.1,31.1,"appartement",181.5,91.2,0,"B",26.693783
181.9,2474.3,128.8,4984.9,"2023-08-31",441.3,"2369N2886780C","69500",64.6,17.2,"appartement",192.2,81.9,0,"B",26.693783
123.9,1513.7,78.1,2305.9,"2023-11-13",296.7,"2369N3854809Z","69500",38.3,9.8,"appartement",129,67.9,0,"C",26.693783
157.6,1091.7,130.8,4736.9,"2023-08-31",414.3,"2369N2887014C","69500",63.6,16.3,"appartement",199.7,78.4,0,"B",26.693783
483.2,1346,177.5,6795.1,"2023-02-01",795.4,"2369N0325444E","69500",83.8,0,"appartement",247.8,84.5,0,"C",26.693783
181,1235.3,100.9,4637.1,"2023-09-20",404.9,"2369N3132911R","69500",47.1,25.2,"appartement",169,103.7,0,"B",26.693783
173.8,1112.7,90.9,4330.3,"2023-09-20",372.5,"2369N3132815Z","69500",41.3,21.4,"appartement",155.2,109.6,0,"B",26.693783
307.1,1888.4,129.1,4409.3,"2023-11-24",520.7,"2369N4015417F","69500",61.1,0,"appartement",164.4,75.8,0,"C",26.693783
42.4,549,39.1,960.4,"2023-07-10",147.4,"2369N2326305J","69500",17.5,26.9,"appartement",81.6,71.6,0,"B",26.693783
111.4,4585.7,88.9,3687.9,"2023-08-31",323.1,"2369N2886348M","69500",42.5,11.1,"appartement",166.6,91.5,0,"B",26.693783
244.2,1888.4,136,3679.1,"2023-11-02",450,"2369N3717979H","69500",64.4,0,"appartement",153.9,61.8,0,"C",26.693783
146.6,4585.7,135.4,4603.7,"2023-08-31",412.4,"2369N2886704E","69500",64.7,16.9,"appartement",197.1,75.9,0,"B",26.693783
141,1091.7,139.3,4596.7,"2023-08-31",406,"2369N2886960A","69500",67.8,17.4,"appartement",204.3,71.8,0,"B",26.693783
84.7,549,42.4,1130.6,"2023-07-10",193.6,"2369N2326290U","69500",19,29.1,"appartement",83.6,85.5,0,"B",26.693783
198.2,4585.7,153,5406.4,"2023-08-31",482.1,"2369N2886732G","69500",73.1,19.1,"appartement",206.3,78.7,0,"B",26.693783
126.6,4585.7,136.8,4362.1,"2023-08-31",393.9,"2369N2886626E","69500",65.4,17.1,"appartement",197.9,71.5,0,"B",26.693783
167.3,1888.4,79.8,2813.4,"2023-11-24",331.7,"2369N4015475L","69500",37.8,0,"appartement",133.9,78.1,0,"C",26.693783
225,2474.3,150.6,5718,"2023-08-31",507.3,"2369N2886778A","69500",75.5,20.1,"appartement",203.7,80.4,0,"B",26.693783
252,1112.7,135.2,5747.4,"2023-09-20",499.4,"2369N3132835T","69500",61.4,31.8,"appartement",182.9,98.3,0,"B",26.693783
194.7,1282.4,130.3,4202.7,"2023-01-30",388.4,"2269N3212182N","69500",64.4,34.7,"appartement",130.7,70.8,0,"B",26.693783
339.5,2660.5,162.8,6505.1,"2023-01-30",588.9,"2269N3212111U","69500",80.5,43.4,"appartement",170.6,86.7,0,"B",26.693783
378.1,4585.7,197.7,8066.5,"2023-08-31",707.9,"2369N2886694U","69500",94.5,24.7,"appartement",229.5,90.2,0,"B",26.693783
101.7,2474.3,61.7,3189.5,"2023-08-31",274.5,"2369N2886936C","69500",30.9,8.2,"appartement",140.6,107.8,0,"C",26.693783
306.7,1513.7,134.7,4202.2,"2023-11-13",544.1,"2369N3854833X","69500",66.1,16.8,"appartement",161.7,72,0,"C",26.693783
59.2,549,42.8,1045.7,"2023-07-10",168.6,"2369N2326296A","69500",19.2,29.4,"appartement",83.8,74.4,0,"B",26.693783
61.6,549,39.1,1026.5,"2023-07-10",166.6,"2369N2326423X","69500",17.5,26.9,"appartement",81.6,80.3,0,"B",26.693783
176.2,4585.7,125,4894.3,"2023-08-31",431.4,"2369N2886592W","69500",59.8,15.6,"appartement",191.8,86.7,0,"B",26.693783
232.4,1346,129.2,4226,"2023-02-01",498.9,"2369N0325412Y","69500",61,0,"appartement",219.7,72.7,0,"C",26.693783
305.9,1282.4,135.6,5561.9,"2023-01-30",504,"2269N3212181M","69500",67,36.1,"appartement",132.6,89.1,0,"B",26.693783
123.3,1513.7,77.7,2297.8,"2023-11-13",295.6,"2369N3854824O","69500",38.1,9.7,"appartement",128.6,68,0,"C",26.693783
131.4,1282.4,86.4,3122.4,"2023-01-30",284.1,"2269N3212188T","69500",42.7,23,"appartement",110.9,78.7,0,"B",26.693783
117.6,1112.7,96.2,3680.4,"2023-09-20",323.2,"2369N3132797H","69500",43.7,22.6,"appartement",159.6,88.9,0,"B",26.693783
140.1,1235.3,118.5,4289.9,"2023-09-20",384.6,"2369N3132907N","69500",55.3,29.6,"appartement",180,82.8,0,"B",26.693783
195.2,2474.3,157.3,5397.6,"2023-08-31",484.6,"2369N2886845P","69500",78.8,21,"appartement",207.3,73.1,0,"B",26.693783
386.2,1513.7,154.3,4965.9,"2023-11-13",643.1,"2369N3854843H","69500",75.7,19.3,"appartement",170.2,74.3,0,"C",26.693783
287.8,1235.3,169.3,6577.2,"2023-09-20",584.7,"2369N3132845D","69500",79,42.3,"appartement",204.8,88.5,0,"B",26.693783
130.9,1091.7,139.3,4468.2,"2023-08-31",395.9,"2369N2886975P","69500",67.8,17.4,"appartement",204.3,69.9,0,"B",26.693783
48.8,549,39.2,983.1,"2023-07-10",153.9,"2369N2326454C","69500",17.6,26.9,"appartement",81.6,74.4,0,"B",26.693783
217.9,1235.3,94.5,5021.8,"2023-09-20",432.7,"2369N3132915V","69500",44.1,23.6,"appartement",163.4,119.1,0,"C",26.693783
187.8,1235.3,136.7,5043,"2023-09-20",451.1,"2369N3132904K","69500",63.8,34.2,"appartement",188.9,84.3,0,"B",26.693783
366.3,1888.4,129.1,4941.5,"2023-11-24",579.9,"2369N4015481R","69500",61.1,0,"appartement",164.4,84.5,0,"C",26.693783
152,1235.3,96.9,4215.2,"2023-09-20",370.1,"2369N3132919Z","69500",45.2,24.2,"appartement",165.5,98.5,0,"B",26.693783
122.2,1112.7,95.3,3727.9,"2023-09-20",326.6,"2369N3132781R","69500",43.3,22.4,"appartement",158.9,90.8,0,"B",26.693783
109.4,2474.3,83.9,3595.8,"2023-08-31",314.9,"2369N2886850U","69500",42.1,11.2,"appartement",161.7,90.2,0,"B",26.693783
308.1,1888.4,129.1,4198.6,"2023-11-02",508.5,"2369N3717958M","69500",61.1,0,"appartement",151.2,73.7,0,"C",26.693783
131.4,1282.4,86.4,3122.4,"2023-01-30",284.1,"2269N3212179K","69500",42.7,23,"appartement",110.9,78.7,0,"B",26.693783
181.7,1235.3,133.1,4935.8,"2023-09-20",441.2,"2369N3132862U","69500",62.1,33.3,"appartement",187.1,84.7,0,"B",26.693783
217.5,4585.7,176.9,5852.1,"2023-08-31",526,"2369N2886588S","69500",84.5,22.1,"appartement",218.7,74,0,"B",26.693783
118.9,4585.7,95.8,3877.2,"2023-08-31",340.6,"2369N2886403P","69500",45.8,12,"appartement",173,89.4,0,"B",26.693783
222.1,1112.7,136.1,5374.3,"2023-09-20",470.4,"2369N3132785V","69500",61.8,32,"appartement",183.3,91.7,0,"B",26.693783
119.1,2660.5,87.6,3273.5,"2023-01-30",295.3,"2269N3212112V","69500",43.3,23.4,"appartement",133.9,81,0,"B",26.693783
127.2,549,42.2,1275.4,"2023-07-10",235.8,"2369N2326465N","69500",18.9,29,"appartement",83.4,103.6,0,"C",26.693783
174,4585.7,145,5033,"2023-08-31",449.7,"2369N2886528K","69500",69.3,18.1,"appartement",202.1,77.4,0,"B",26.693783
68.8,549,42.4,1075.9,"2023-07-10",177.7,"2369N2326437L","69500",19,29.1,"appartement",83.6,78.8,0,"B",26.693783
401.7,1346,128.8,5746.3,"2023-02-01",667.9,"2369N0325437X","69500",60.8,0,"appartement",219.4,97.9,0,"C",26.693783
170,4585.7,124.4,4810,"2023-08-31",424.6,"2369N2886609N","69500",59.5,15.6,"appartement",191.4,85.7,0,"B",26.693783
178.3,4585.7,133.7,4993.6,"2023-08-31",442.5,"2369N2886506O","69500",63.9,16.7,"appartement",196.3,82.9,0,"B",26.693783
304.5,1888.4,177,4404.1,"2023-11-02",542.5,"2369N3717962Q","69500",83.8,0,"appartement",170.4,57.2,0,"C",26.693783
169.2,2474.3,138.3,4904.4,"2023-08-31",438.6,"2369N2886901T","69500",69.3,18.4,"appartement",197.2,75.4,0,"B",26.693783
68.8,549,42.4,1075.9,"2023-07-10",177.7,"2369N2326462K","69500",19,29.1,"appartement",83.6,78.8,0,"B",26.693783
161.4,2474.3,128.7,4723,"2023-08-31",420.7,"2369N2886833D","69500",64.5,17.2,"appartement",192.1,77.9,0,"B",26.693783
195.1,4585.7,139.6,5255.6,"2023-08-31",465.3,"2369N2886728C","69500",66.7,17.5,"appartement",199.3,83.5,0,"B",26.693783
138.4,4585.7,90.4,4051,"2023-08-31",352.3,"2369N2886539V","69500",43.2,11.3,"appartement",167.9,98.5,0,"B",26.693783
201.1,1888.4,85,3161.2,"2023-11-24",371.6,"2369N4015404S","69500",40.2,0,"appartement",138,82.2,0,"C",26.693783
467.3,1888.4,190.1,6170.8,"2023-11-24",731,"2369N4015407V","69500",90,0,"appartement",191.1,72.2,0,"C",26.693783
199.7,1513.7,88.7,3019.6,"2023-11-13",386.7,"2369N3854814E","69500",43.5,11.1,"appartement",137.2,77.9,0,"C",26.693783
155.3,2660.5,86.4,3692.7,"2023-01-30",330,"2269N3212129M","69500",42.7,23,"appartement",132.9,92.2,0,"C",26.693783
172.1,1888.4,85,2744.2,"2023-11-02",331.4,"2369N3717975D","69500",40.2,0,"appartement",126.9,72.9,0,"C",26.693783
245.2,4585.7,176.4,6199.5,"2023-08-31",553.2,"2369N2886519B","69500",84.3,22.1,"appartement",218.4,78.3,0,"B",26.693783
327.4,1888.4,143.2,4666,"2023-11-24",552.6,"2369N4015429R","69500",67.8,0,"appartement",170.6,72.4,0,"C",26.693783
414.4,1346,187.6,6242.7,"2023-02-01",736.2,"2369N0325396I","69500",88.6,0,"appartement",253.8,73.9,0,"C",26.693783
78.3,549,39.2,1084.6,"2023-07-10",183.3,"2369N2326469R","69500",17.6,26.9,"appartement",81.6,87.7,0,"C",26.693783
250.8,4585.7,153,6075.7,"2023-08-31",534.7,"2369N2886762K","69500",73.1,19.1,"appartement",206.3,87.9,0,"B",26.693783
212.7,1235.3,136.7,5359.3,"2023-09-20",476,"2369N3132868A","69500",63.8,34.2,"appartement",188.9,89.2,0,"B",26.693783
97.3,4585.7,88.7,3505.7,"2023-08-31",308.7,"2369N2886472G","69500",42.4,11.1,"appartement",166.4,87.4,0,"B",26.693783
187.5,1513.7,128,3187.1,"2023-11-13",418.2,"2369N3854805V","69500",62.8,16,"appartement",158.8,58.1,0,"B",26.693783
274.8,1513.7,158.8,4079.4,"2023-11-13",536.1,"2369N3854836A","69500",77.9,19.8,"appartement",172.1,60.1,0,"B",26.693783
208.9,1235.3,131.1,5266.3,"2023-10-09",466.4,"2369N3383521N","69500",61.7,32.8,"appartement",186.2,90.5,0,"B",26.693783
264.9,1513.7,134.9,3860.6,"2023-11-13",502.5,"2369N3854801R","69500",66.2,16.9,"appartement",161.8,66.3,0,"C",26.693783
218.2,4585.7,176.6,5858.5,"2023-08-31",526.4,"2369N2886429P","69500",84.4,22.1,"appartement",218.5,74.2,0,"B",26.693783
125.3,2474.3,92.6,3917.7,"2023-08-31",343.6,"2369N2886811H","69500",46.4,12.3,"appartement",169.9,89.1,0,"B",26.693783
253.6,1235.3,136.1,5873.6,"2023-09-20",516.2,"2369N3132931L","69500",63.5,34,"appartement",188.6,97.7,0,"B",26.693783
265.5,2474.3,161.8,6329.6,"2023-08-31",559.7,"2369N2886874S","69500",81.1,21.6,"appartement",209.7,82.7,0,"B",26.693783
244,2660.5,132.3,5144.3,"2023-01-30",465.5,"2269N3212114X","69500",65.4,35.3,"appartement",157.6,84.4,0,"B",26.693783
239.8,1513.7,91.9,3376.9,"2023-11-13",431.2,"2369N3854798O","69500",45.1,11.5,"appartement",139.7,83.8,0,"C",26.693783
180.3,1888.4,79.8,2774.6,"2023-11-02",333.9,"2369N3717996Y","69500",37.8,0,"appartement",123.2,78.3,0,"C",26.693783
243.8,1513.7,117.2,3585.7,"2023-11-13",463.7,"2369N3854787D","69500",57.5,14.6,"appartement",154.1,70.6,0,"C",26.693783
97.7,4585.7,89.1,3516.4,"2023-08-31",309.7,"2369N2886521D","69500",42.6,11.1,"appartement",166.8,87.3,0,"B",26.693783
190.2,4585.7,124.4,5066.6,"2023-08-31",444.8,"2369N2886581L","69500",59.5,15.6,"appartement",191.4,90,0,"B",26.693783
171.9,1888.4,85,2742.8,"2023-11-02",331.3,"2369N3717945Z","69500",40.2,0,"appartement",126.9,72.9,0,"C",26.693783
401.3,1888.4,126.5,5243.1,"2023-11-24",612.9,"2369N4015397L","69500",59.9,0,"appartement",163.3,91.2,0,"C",26.693783
93.7,549,42.2,1160.1,"2023-07-10",202.4,"2369N2326301F","69500",18.9,29,"appartement",83.4,89.6,0,"B",26.693783
391.7,1091.7,254.5,8743.7,"2023-08-31",768.9,"2369N2887019H","69500",123.8,31.8,"appartement",266.4,74.6,0,"B",26.693783
140.1,2474.3,87.2,4032,"2023-08-31",350.5,"2369N2886765N","69500",43.7,11.6,"appartement",164.8,96.9,0,"B",26.693783
125.3,2474.3,92.6,3917.7,"2023-08-31",343.6,"2369N2886835F","69500",46.4,12.3,"appartement",169.9,89.1,0,"B",26.693783
238.2,1346,84.5,3899.4,"2023-02-01",452.5,"2369N0325445F","69500",39.9,0,"appartement",183.7,101.2,0,"C",26.693783
250.3,2474.3,179.5,6287.3,"2023-08-31",563.1,"2369N2886858C","69500",90,23.9,"appartement",219.1,74.5,0,"B",26.693783
403.4,1888.4,133.7,5047.6,"2023-11-02",607.5,"2369N3718004G","69500",63.3,0,"appartement",153,85.1,0,"C",26.693783
379.1,4585.7,219.1,8258,"2023-08-31",730.9,"2369N2886535R","69500",104.7,27.4,"appartement",240.6,83.6,0,"B",26.693783
245.3,1513.7,119,3608.2,"2023-11-13",467,"2369N3854812C","69500",58.4,14.9,"appartement",154.9,70,0,"C",26.693783
221.9,1513.7,118.4,3413.4,"2023-11-13",443.1,"2369N3854792I","69500",58.1,14.8,"appartement",154.6,66.7,0,"C",26.693783
310.3,1091.7,214.2,7372.3,"2023-08-31",648.1,"2369N2886949P","69500",104.2,26.8,"appartement",244.7,74.7,0,"B",26.693783
533.6,1888.4,192.1,6463.8,"2023-11-02",783.4,"2369N3717997Z","69500",90.9,0,"appartement",176.6,76.2,0,"C",26.693783
70.6,549,42.8,1084.8,"2023-07-10",179.9,"2369N2326418S","69500",19.2,29.4,"appartement",83.8,79.1,0,"B",26.693783
245.3,2660.5,132.3,5159.2,"2023-01-30",466.7,"2269N3212128L","69500",65.4,35.3,"appartement",157.6,84.6,0,"B",26.693783
140,4585.7,138.5,4546.4,"2023-08-31",409,"2369N2886737L","69500",66.2,17.3,"appartement",198.8,73.4,0,"B",26.693783
175.6,4585.7,133.3,4954.9,"2023-08-31",439.3,"2369N2886374M","69500",63.7,16.7,"appartement",196,82.5,0,"B",26.693783
275.4,1888.4,124.6,4100.8,"2023-11-24",485.4,"2369N4015434W","69500",59,0,"appartement",162.4,73.2,0,"C",26.693783
81,2660.5,87.6,2816.4,"2023-01-30",257.2,"2269N3212118B","69500",43.3,23.4,"appartement",133.9,70.1,0,"B",26.693783
401.1,1888.4,142.9,5073.3,"2023-11-02",612.4,"2369N3718000C","69500",67.7,0,"appartement",156.7,80.2,0,"C",26.693783
308.7,1888.4,177,4440.8,"2023-11-02",546.7,"2369N3717948C","69500",83.8,0,"appartement",170.4,57.6,0,"C",26.693783
242.6,1888.4,136,3865.6,"2023-11-24",461.9,"2369N4015469F","69500",64.4,0,"appartement",167.4,63.7,0,"C",26.693783
123.8,2474.3,97.5,3967,"2023-08-31",349.3,"2369N2886839J","69500",48.9,13,"appartement",174.6,85.9,0,"B",26.693783
267.2,1282.4,169.3,5309.6,"2023-01-30",493.7,"2269N3212191W","69500",83.7,45.2,"appartement",144.7,69,0,"B",26.693783
137.9,4585.7,135.9,4498.2,"2023-08-31",404.3,"2369N2886572C","69500",65,17,"appartement",197.4,74,0,"B",26.693783
263.4,1888.4,124.6,3993.1,"2023-11-24",473.4,"2369N4015452O","69500",59,0,"appartement",162.4,71.3,0,"C",26.693783
272.6,1888.4,135.1,3921.1,"2023-11-02",477.8,"2369N3717992U","69500",63.9,0,"appartement",153.6,66.1,0,"C",26.693783
126.1,2474.3,87.2,3853.4,"2023-08-31",336.5,"2369N2886789L","69500",43.7,11.6,"appartement",164.8,92.8,0,"B",26.693783
109.4,2474.3,83.9,3595.8,"2023-08-31",314.9,"2369N2886796S","69500",42.1,11.2,"appartement",161.7,90.2,0,"B",26.693783
268.4,1346,120.3,4492.3,"2023-02-01",526.5,"2369N0325405R","69500",56.8,0,"appartement",214.4,82.6,0,"C",26.693783
155.7,1888.4,78,2548,"2023-11-02",307.4,"2369N3717954I","69500",36.9,0,"appartement",121.9,73.7,0,"C",26.693783
200.2,4585.7,136.9,5297.6,"2023-08-31",467.6,"2369N2886641T","69500",65.4,17.1,"appartement",197.9,85.8,0,"B",26.693783
250.3,2474.3,179.5,6287.3,"2023-08-31",563.1,"2369N2886893L","69500",90,23.9,"appartement",219.1,74.5,0,"B",26.693783
126.6,4585.7,136.8,4362.1,"2023-08-31",393.9,"2369N2886606K","69500",65.4,17.1,"appartement",197.9,71.5,0,"B",26.693783
187.7,1513.7,128.2,3190.1,"2023-11-13",418.6,"2369N3854821L","69500",62.9,16,"appartement",158.9,58.1,0,"B",26.693783
217.5,4585.7,176.9,5852.1,"2023-08-31",526,"2369N2886614S","69500",84.5,22.1,"appartement",218.7,74,0,"B",26.693783
98.5,549,51.9,1248.8,"2023-07-10",218.7,"2369N2326261R","69500",23.2,35.7,"appartement",89.2,78.7,0,"B",26.693783
350.9,1888.4,143.2,4877.2,"2023-11-24",576.1,"2369N4015448K","69500",67.8,0,"appartement",170.6,75.6,0,"C",26.693783
172.1,1888.4,85,2744.2,"2023-11-02",331.4,"2369N3717991T","69500",40.2,0,"appartement",126.9,72.9,0,"C",26.693783
157.6,1091.7,130.8,4736.9,"2023-08-31",414.3,"2369N2886971L","69500",63.6,16.3,"appartement",199.7,78.4,0,"B",26.693783
168.9,1282.4,73,3439.7,"2023-01-30",306.6,"2269N3212197C","69500",36.1,19.5,"appartement",102.4,101.4,0,"C",26.693783
218.2,4585.7,176.6,5858.5,"2023-08-31",526.4,"2369N2886382U","69500",84.4,22.1,"appartement",218.5,74.2,0,"B",26.693783
173.3,1346,82.8,3297.8,"2023-02-01",385.3,"2369N0325398K","69500",39.1,0,"appartement",181.9,87.8,0,"C",26.693783
131.4,1282.4,86.4,3122.4,"2023-01-30",284.1,"2269N3212184P","69500",42.7,23,"appartement",110.9,78.7,0,"B",26.693783
109,4585.7,96.1,3753.3,"2023-08-31",330.9,"2369N2886524G","69500",45.9,12,"appartement",173.2,86.5,0,"B",26.693783
329.5,1888.4,143.2,4454.3,"2023-11-02",541,"2369N3717951F","69500",67.8,0,"appartement",156.9,70.6,0,"C",26.693783
108.6,4585.7,95.6,3742.6,"2023-08-31",329.9,"2369N2886484S","69500",45.7,12,"appartement",172.8,86.7,0,"B",26.693783
194.2,1235.3,94.7,4723.6,"2023-09-20",409.3,"2369N3132851J","69500",44.2,23.7,"appartement",163.6,112.1,0,"C",26.693783
203.4,1091.7,141.8,5409.8,"2023-08-31",470.7,"2369N2886966G","69500",69,17.7,"appartement",205.6,82.4,0,"B",26.693783
318.4,1235.3,169.1,6964.1,"2023-09-20",615.1,"2369N3132890W","69500",78.9,42.3,"appartement",204.7,93.5,0,"B",26.693783
126.1,2474.3,87.2,3853.4,"2023-08-31",336.5,"2369N2886848S","69500",43.7,11.6,"appartement",164.8,92.8,0,"B",26.693783
97.7,4585.7,89.1,3516.4,"2023-08-31",309.7,"2369N2886437X","69500",42.6,11.1,"appartement",166.8,87.3,0,"B",26.693783
275.3,2474.3,178.8,6598.8,"2023-08-31",587.4,"2369N2886800W","69500",89.6,23.8,"appartement",218.7,78.3,0,"B",26.693783
168.1,1888.4,78,2805.8,"2023-11-24",330.4,"2369N4015478O","69500",36.9,0,"appartement",132.5,79.6,0,"C",26.693783
306.1,1888.4,129.1,4400,"2023-11-24",519.7,"2369N4015438A","69500",61.1,0,"appartement",164.4,75.6,0,"C",26.693783
176.9,1235.3,100.9,4584.8,"2023-09-20",400.8,"2369N3132880M","69500",47.1,25.2,"appartement",169,102.6,0,"B",26.693783
354,1346,124.8,5291.6,"2023-02-01",616.4,"2369N0325410W","69500",58.9,0,"appartement",217.1,93.3,0,"C",26.693783
