"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","N°DPE","Code_postal_(BAN)","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score"
144.7,3548.6,139.9,3898.6,"2024-09-16",415.7,"2469N3215913C","69500",68,26.2,"appartement",195,62.3,0,"A",27.459656
84.6,1899.4,91.6,2429.9,"2024-05-27",220.1,"2493N1847700L","69500",50.1,6.1,"appartement",92.7,53.1,0,"A",27.459656
71.4,1909.7,75.7,2048.1,"2024-05-27",185,"2493N1847868X","69500",42.5,0,"appartement",78.3,52.6,0,"A",27.459656
76.4,1738.9,75.5,2113.6,"2024-05-27",190.8,"2493N1847776J","69500",42.5,5.4,"appartement",78.1,54.3,0,"A",27.459656
367.1,183.8,188.5,6344.4,"2024-09-16",628.8,"2469N3216155K","69500",91.5,11.1,"maison",177,72.8,0,"B",27.459656
110.1,1909.7,116.6,3157.2,"2024-05-27",285.2,"2493N1847863S","69500",65.5,0,"appartement",120.6,52.6,0,"A",27.459656
131.9,3548.6,96,3413.4,"2024-09-16",353.6,"2469N3215866H","69500",46.7,18,"appartement",169.7,78.4,0,"B",27.459656
84.6,1899.4,91.6,2429.9,"2024-05-27",220.1,"2493N1847697I","69500",50.1,6.1,"appartement",92.7,53.1,0,"A",27.459656
161.5,3548.6,123.1,3948.6,"2024-09-16",414.6,"2469N3215757C","69500",59.8,23.1,"appartement",186.4,71.2,0,"B",27.459656
187.7,3548.6,95.7,3985.8,"2024-09-16",409,"2469N3215769O","69500",46.5,17.9,"appartement",169.4,91.5,0,"B",27.459656
152.5,3548.6,90.1,3557.1,"2024-09-16",365.7,"2469N3215738J","69500",43.8,16.9,"appartement",164.3,86.7,0,"B",27.459656
107.5,1909.7,113.8,3081,"2024-05-27",278.3,"2493N1847901E","69500",63.9,0,"appartement",117.7,52.6,0,"A",27.459656
116.7,1738.9,115.3,3228.8,"2024-05-27",291.5,"2493N1847817Y","69500",64.9,8.2,"appartement",119.3,54.3,0,"A",27.459656
442.7,208.9,236.1,7509.5,"2024-09-16",747.5,"2469N3216168X","69500",108.4,13.1,"maison",200.1,72.8,0,"B",27.459656
116.4,1738.9,115,3219.8,"2024-05-27",290.7,"2493N1847750J","69500",64.7,8.2,"appartement",118.9,54.3,0,"A",27.459656
149.8,3548.6,140.3,3953.1,"2024-09-16",421,"2469N3215847O","69500",68.2,26.3,"appartement",195.2,63,0,"A",27.459656
131.8,3548.6,84.4,3275.1,"2024-09-16",336.6,"2469N3215838F","69500",41,15.8,"appartement",159.1,85.3,0,"B",27.459656
146.6,1899.4,158.8,4212.5,"2024-05-27",381.5,"2493N1847667E","69500",86.8,10.6,"appartement",160.8,53.1,0,"A",27.459656
185.6,1909.7,196.6,5321.9,"2024-05-27",480.8,"2493N1847908L","69500",110.4,0,"appartement",203.3,52.6,0,"A",27.459656
196.3,1738.9,194,5431.4,"2024-05-27",490.3,"2493N1847810R","69500",109.2,13.9,"appartement",200.6,54.3,0,"A",27.459656
146.7,1899.4,158.9,4215.9,"2024-05-27",381.8,"2493N1847715A","69500",86.9,10.6,"appartement",160.9,53.1,0,"A",27.459656
72.3,1899.4,78.3,2078.6,"2024-05-27",188.2,"2493N1847663A","69500",42.8,5.2,"appartement",79.3,53.1,0,"A",27.459656
261.6,3548.6,154.9,5214.2,"2024-09-16",548.3,"2469N3215949M","69500",75.3,29.1,"appartement",202.7,74.8,0,"B",27.459656
145.4,3548.6,140.1,3906.5,"2024-09-16",416.5,"2469N3215820N","69500",68.1,26.3,"appartement",195.1,62.4,0,"A",27.459656
195.6,3548.6,125.6,4318.2,"2024-09-16",451.3,"2469N3215790J","69500",61,23.5,"appartement",187.6,76.2,0,"B",27.459656
158.5,3548.6,87.2,3584.1,"2024-09-16",367.4,"2469N3215764J","69500",42.4,16.4,"appartement",161.6,90.2,0,"B",27.459656
292.6,3548.6,146.2,5470.1,"2024-09-16",570.1,"2469N3215956T","69500",71,27.4,"appartement",198.2,82.8,0,"B",27.459656
95.9,3548.6,83.8,2897.7,"2024-09-16",299.9,"2469N3215754Z","69500",40.8,15.7,"appartement",158.5,76.2,0,"B",27.459656
217.3,3548.6,155.3,4760,"2024-09-16",504.4,"2469N3215810D","69500",75.5,29.1,"appartement",202.9,68.4,0,"A",27.459656
146.6,1899.4,158.8,4212.5,"2024-05-27",381.5,"2493N1847694F","69500",86.8,10.6,"appartement",160.8,53.1,0,"A",27.459656
128,1738.9,126.5,3542.7,"2024-05-27",319.8,"2493N1847782P","69500",71.2,9,"appartement",130.9,54.3,0,"A",27.459656
142,3548.6,139.9,3870.5,"2024-09-16",412.9,"2469N3215871M","69500",68,26.2,"appartement",195,61.9,0,"A",27.459656
140.4,3548.6,80.3,3315.7,"2024-09-16",339.3,"2469N3215767M","69500",39,15.1,"appartement",155.3,90.5,0,"B",27.459656
214.7,3548.6,168.5,4829.7,"2024-09-16",515.8,"2469N3215903S","69500",81.9,31.6,"appartement",209.7,64.1,0,"A",27.459656
84.6,1899.4,91.6,2429.9,"2024-05-27",220.1,"2493N1847672J","69500",50.1,6.1,"appartement",92.7,53.1,0,"A",27.459656
84.8,1899.4,91.8,2435.8,"2024-05-27",220.6,"2493N1847736V","69500",50.2,6.1,"appartement",93,53.1,0,"A",27.459656
76.4,1738.9,75.5,2113.6,"2024-05-27",190.8,"2493N1847762V","69500",42.5,5.4,"appartement",78.1,54.3,0,"A",27.459656
402.3,208.9,215,6950.1,"2024-09-16",690.6,"2469N3216170Z","69500",98.8,11.9,"maison",192.9,73.9,0,"B",27.459656
116.6,1738.9,115.2,3225.8,"2024-05-27",291.2,"2493N1847766Z","69500",64.9,8.2,"appartement",119.2,54.3,0,"A",27.459656
149.6,3548.6,85.7,3474.7,"2024-09-16",356.4,"2469N3215745Q","69500",41.7,16.1,"appartement",160.3,88.9,0,"B",27.459656
146.7,1899.4,158.9,4215.9,"2024-05-27",381.8,"2493N1847673K","69500",86.9,10.6,"appartement",160.9,53.1,0,"A",27.459656
179.5,3548.6,164,4434,"2024-09-16",475.9,"2469N3215892H","69500",79.7,30.8,"appartement",207.4,60.6,0,"A",27.459656
71.4,1909.7,75.7,2048.1,"2024-05-27",185,"2493N1847851G","69500",42.5,0,"appartement",78.3,52.6,0,"A",27.459656
83.6,1738.9,82.6,2312.5,"2024-05-27",208.8,"2493N1847829K","69500",46.5,5.9,"appartement",85.4,54.3,0,"A",27.459656
444.9,208.9,236.1,7537,"2024-09-16",749.7,"2469N3216145A","69500",108.4,13.1,"maison",200.1,73.1,0,"B",27.459656
395.5,183.8,188.5,6665.1,"2024-09-16",657.2,"2469N3216174D","69500",91.5,11.1,"maison",177,76.3,0,"B",27.459656
128.1,1738.9,126.6,3544.2,"2024-05-27",319.9,"2493N1847813U","69500",71.3,9,"appartement",130.9,54.3,0,"A",27.459656
71.4,1909.7,75.7,2048.1,"2024-05-27",185,"2493N1847834P","69500",42.5,0,"appartement",78.3,52.6,0,"A",27.459656
183.5,1909.7,194.3,5260.7,"2024-05-27",475.2,"2493N1847899C","69500",109.1,0,"appartement",201,52.6,0,"A",27.459656
84.6,1899.4,91.6,2429.9,"2024-05-27",220.1,"2493N1847714Z","69500",50.1,6.1,"appartement",92.7,53.1,0,"A",27.459656
151.9,3548.6,90.1,3551,"2024-09-16",365.1,"2469N3215830X","69500",43.8,16.9,"appartement",164.3,86.6,0,"B",27.459656
185.2,3548.6,125.6,4212.1,"2024-09-16",441.1,"2469N3215888D","69500",61.1,23.6,"appartement",187.7,74.3,0,"B",27.459656
152.9,3548.6,140.3,3985.1,"2024-09-16",424.1,"2469N3215795O","69500",68.2,26.3,"appartement",195.2,63.5,0,"A",27.459656
109.2,1909.7,115.7,3131.6,"2024-05-27",282.9,"2493N1847836R","69500",65,0,"appartement",119.7,52.6,0,"A",27.459656
42.3,1738.9,41.8,1170.9,"2024-05-27",105.7,"2493N1847812T","69500",23.5,3,"appartement",43.3,54.3,0,"A",27.459656
150.1,3548.6,97.5,3619.5,"2024-09-16",374.1,"2469N3215749U","69500",47.4,18.3,"appartement",171.1,81.7,0,"B",27.459656
128.1,1738.9,126.6,3544.2,"2024-05-27",319.9,"2493N1847825G","69500",71.3,9,"appartement",130.9,54.3,0,"A",27.459656
107.5,1909.7,113.8,3081,"2024-05-27",278.3,"2493N1847885O","69500",63.9,0,"appartement",117.7,52.6,0,"A",27.459656
482.6,164.4,171.4,7440.2,"2024-09-16",723.9,"2469N3216166V","69500",78.8,10.1,"maison",160.8,98.2,0,"B",27.459656
366.9,183.8,188.5,6342.5,"2024-09-16",628.6,"2469N3216160P","69500",91.5,11.1,"maison",177,72.8,0,"B",27.459656
283,90.6,39,2084.4,"2024-04-02",442,"2469N1182257O","69500",90.6,5,"maison",93,52.9,0,"A",27.459656
255.4,982.1,123.1,2020.4,"2024-07-25",530.7,"2469N2699464R","69500",65.7,15.4,"appartement",235,70.7,0,"B",27.459656
322.3,982.1,137.9,2332.5,"2024-07-25",612.7,"2469N2699452F","69500",73.6,17.2,"appartement",245.2,72.8,0,"B",27.459656
363.1,981.2,153.4,2549.1,"2024-07-25",668.9,"2469N2699435O","69500",81.8,19.2,"appartement",255.5,71.6,0,"B",27.459656
189.3,981.2,113.7,1733.4,"2024-07-25",454.9,"2469N2699426F","69500",60.7,14.2,"appartement",228.3,65.6,0,"A",27.459656
310,91.3,39,2253.8,"2024-04-23",466,"2469N1468391S","69500",91.3,5,"maison",90,56.7,0,"A",27.459656
449.6,982.1,181.5,2985.9,"2024-07-25",784.4,"2469N2699473A","69500",96.9,22.7,"appartement",275.2,70.8,0,"B",27.459656
657,NA,142,5161,"2024-06-05",1242,"2469N2008327M","69500",229.4,92,"maison",351,51.7,0,"A",27.459656
167.7,981.2,95.7,1581.5,"2024-07-25",415,"2469N2699437Q","69500",51,12,"appartement",215.9,71.2,0,"B",27.459656
146.3,982.1,77.3,1394.3,"2024-07-25",366.3,"2469N2699453G","69500",41.2,9.7,"appartement",194.6,77.7,0,"B",27.459656
286.1,982.1,126.9,2152.3,"2024-07-25",565.4,"2469N2699461O","69500",67.7,15.9,"appartement",237.6,73.1,0,"B",27.459656
214.2,981.2,123.1,1865,"2024-07-25",489.4,"2469N2699424D","69500",65.7,15.4,"appartement",234.8,65.2,0,"A",27.459656
304.3,NA,50.3,3049.5,"2024-04-08",584.8,"2469N1263545A","69500",142,25.2,"maison",205,49.3,0,"A",27.459656
245.5,982.1,129.5,2007.8,"2024-07-25",527.4,"2469N2699455I","69500",69.1,16.2,"appartement",239.4,66.8,0,"A",27.459656
247.1,981.2,129.5,2014.9,"2024-07-25",528.7,"2469N2699421A","69500",69.1,16.2,"appartement",239.1,67,0,"A",27.459656
332.5,981.2,145.1,2400.5,"2024-07-25",629.9,"2469N2699407M","69500",77.4,18.1,"appartement",249.8,71.3,0,"B",27.459656
345,981.2,150.6,2469.4,"2024-07-25",648,"2469N2699401G","69500",80.4,18.8,"appartement",253.6,70.6,0,"B",27.459656
452.5,981.2,181.5,2999,"2024-07-25",786.9,"2469N2699438R","69500",96.9,22.7,"appartement",274.9,71.2,0,"B",27.459656
342.9,982.1,150.7,2460.6,"2024-07-25",646.4,"2469N2699443W","69500",80.4,18.8,"appartement",254,70.3,0,"B",27.459656
324.4,981.2,137.9,2341.9,"2024-07-25",614.5,"2469N2699413S","69500",73.6,17.2,"appartement",244.9,73.1,0,"B",27.459656
257,981.2,123.1,2027.8,"2024-07-25",532.1,"2469N2699431K","69500",65.7,15.4,"appartement",234.7,71,0,"B",27.459656
322.9,982.1,138.3,2336.4,"2024-07-25",613.7,"2469N2699450D","69500",73.8,17.3,"appartement",245.4,72.8,0,"B",27.459656
347,107.4,45,2681.9,"2024-03-11",529,"2469N0878716X","69500",107.4,8,"maison",105,57.4,0,"A",27.459656
113.8,549,42.4,482.5,"2023-05-23",140,"2369N1687029V","69500",19,29.1,"appartement",0.8,58.4,0,"A",26.693783
108,549,42.2,461.8,"2023-05-23",134,"2369N1686987F","69500",18.9,29,"appartement",0.8,56.2,0,"A",26.693783
303.8,1554.8,129,2129.3,"2023-12-08",458.7,"2369N4221403T","69500",64.8,34.4,"appartement",88.3,75.6,0,"B",26.693783
306.9,1554.8,126.1,2133.7,"2023-12-08",459.7,"2369N4221419J","69500",63.3,33.6,"appartement",87.6,77.5,0,"B",26.693783
86.5,1888.4,54.4,1517.5,"2023-11-24",440.2,"2369N4015524I","69500",25.8,0,"appartement",332.9,135.4,0,"C",26.693783
108,549,42.2,461.8,"2023-05-23",134,"2369N1687007Z","69500",18.9,29,"appartement",0.8,56.2,0,"A",26.693783
102.9,1554.8,48.5,867.1,"2023-12-08",186.8,"2369N4221396M","69500",24.4,12.9,"appartement",58.8,81.8,0,"B",26.693783
150.5,549,44,612.2,"2023-05-23",177.6,"2369N1687027T","69500",19.7,30.2,"appartement",0.8,71.5,0,"B",26.693783
236.9,1554.8,126.1,1834.1,"2023-12-08",424.3,"2369N4223511V","69500",63.3,33.6,"appartement",94,66.6,23.3,"A",26.693783
113.5,1554.8,48.5,916.1,"2023-12-08",197.4,"2369N4221414E","69500",24.4,12.9,"appartement",58.8,86.5,0,"B",26.693783
329.5,1554.8,129,2248.6,"2023-12-08",484.4,"2369N4221421L","69500",64.8,34.4,"appartement",88.3,79.8,0,"B",26.693783
381.7,1554.8,164.3,2616,"2023-12-08",563.6,"2369N4221380W","69500",82.5,43.8,"appartement",96.9,72.9,0,"B",26.693783
191.8,1554.8,89.1,1459.2,"2023-12-08",314.4,"2369N4221399P","69500",44.7,23.8,"appartement",76.5,75,0,"B",26.693783
143.8,549,42.2,585.3,"2023-05-23",169.8,"2369N1687022O","69500",18.9,29,"appartement",0.8,71.2,0,"B",26.693783
86.5,1888.4,54.4,1517.5,"2023-11-24",440.2,"2369N4015515Z","69500",25.8,0,"appartement",332.9,135.4,0,"C",26.693783
314.5,1554.8,162.6,2327.8,"2023-12-08",538.5,"2369N4223506Q","69500",81.7,43.4,"appartement",103.6,65.6,30.1,"A",26.693783
391,NA,65,2612,"2023-11-02",648,"2369N3720527H","69500",NA,46,"maison",146,56.8,0,"A",26.693783
113.2,549,44,483.5,"2023-05-23",140.2,"2369N1687015H","69500",19.7,30.2,"appartement",0.8,56.4,0,"A",26.693783
203.6,1346,86.7,2660.6,"2023-02-01",771.8,"2369N0325386Y","69500",40.9,0,"appartement",536.8,149.5,0,"C",26.693783
237.4,1554.8,129,1848.7,"2023-12-08",427.7,"2369N4223489Z","69500",64.8,34.4,"appartement",94.8,65.6,23.9,"A",26.693783
77.8,549,42.4,358.4,"2023-05-23",103.9,"2369N1687018K","69500",19,29.1,"appartement",0.8,43.4,0,"A",26.693783
55.2,549,39.2,273.9,"2023-05-23",79.4,"2369N1686993L","69500",17.6,26.9,"appartement",0.8,35.9,0,"A",26.693783
116.1,549,42.8,491.2,"2023-05-23",142.5,"2369N1687020M","69500",19.2,29.4,"appartement",0.8,58.9,0,"A",26.693783
88.5,549,39.2,388.6,"2023-05-23",112.7,"2369N1687026S","69500",17.6,26.9,"appartement",0.8,50.9,0,"A",26.693783
213.5,1554.8,86.7,1549.4,"2023-12-08",333.8,"2369N4221378U","69500",43.5,23.1,"appartement",75.4,81.8,0,"B",26.693783
6.5,1888.4,54.4,3244.1,"2023-11-02",941,"2369N3718008K","69500",25.8,0,"appartement",913.7,289.5,0,"E",26.693783
225.5,1554.8,130,1801.8,"2023-12-08",416.8,"2369N4223479P","69500",65.3,34.7,"appartement",95,63.5,24.1,"A",26.693783
250.8,1554.8,126.1,1894,"2023-12-08",438.1,"2369N4223487X","69500",63.3,33.6,"appartement",94,68.8,23.3,"A",26.693783
48,549,39.1,248.6,"2023-05-23",72.1,"2369N1686977V","69500",17.5,26.9,"appartement",0.8,32.6,0,"A",26.693783
191.8,1554.8,89.1,1459.2,"2023-12-08",314.4,"2369N4221408Y","69500",44.7,23.8,"appartement",76.5,75,0,"B",26.693783
121.9,1888.4,78,1855.8,"2023-11-24",538.3,"2369N4015519D","69500",36.9,0,"appartement",386.6,115.6,0,"C",26.693783
285.8,1554.8,130,2049.5,"2023-12-08",441.5,"2369N4221381X","69500",65.3,34.7,"appartement",88.5,72.2,0,"B",26.693783
163.1,1346,82.7,2475.1,"2023-02-01",718,"2369N0325432S","69500",39.1,0,"appartement",524.9,145.8,0,"C",26.693783
81.2,1554.8,48.5,779.3,"2023-12-08",180.3,"2369N4223482S","69500",24.4,12.9,"appartement",63.1,73.6,9,"B",26.693783
6.5,1888.4,54.4,3244.1,"2023-11-02",941,"2369N3718006I","69500",25.8,0,"appartement",913.7,289.5,0,"E",26.693783
102.9,1554.8,48.5,867.1,"2023-12-08",186.8,"2369N4221405V","69500",24.4,12.9,"appartement",58.8,81.8,0,"B",26.693783
81.2,1554.8,48.5,779.3,"2023-12-08",180.3,"2369N4223492C","69500",24.4,12.9,"appartement",63.1,73.6,9,"B",26.693783
183.5,1554.8,84.3,1408.5,"2023-12-08",325.8,"2369N4223473J","69500",42.3,22.5,"appartement",79.9,76.5,15.6,"B",26.693783
74.7,549,42.4,347.8,"2023-05-23",100.9,"2369N1686982A","69500",19,29.1,"appartement",0.8,42.1,0,"A",26.693783
283.4,1554.8,164.3,2200.9,"2023-12-08",509.1,"2369N4223495F","69500",82.5,43.8,"appartement",104,61.3,30.4,"A",26.693783
79.8,549,42.8,366,"2023-05-23",106.2,"2369N1687005X","69500",19.2,29.4,"appartement",0.8,43.9,0,"A",26.693783
345.1,1554.8,193.1,2592.2,"2023-12-08",599.6,"2369N4223517B","69500",97,51.5,"appartement",111.6,61.5,35.7,"A",26.693783
139.1,1888.4,78.9,1922.6,"2023-11-24",557.7,"2369N4015511V","69500",37.3,0,"appartement",388.5,118.5,0,"C",26.693783
97.3,549,44,428.7,"2023-05-23",124.4,"2369N1686980Y","69500",19.7,30.2,"appartement",0.8,50.1,0,"A",26.693783
242.2,1554.8,126.1,1857,"2023-12-08",429.6,"2369N4223518C","69500",63.3,33.6,"appartement",94,67.4,23.3,"A",26.693783
244.1,1554.8,128.7,1876.7,"2023-12-08",434.1,"2369N4223513X","69500",64.6,34.3,"appartement",94.7,66.8,23.8,"A",26.693783
171.7,1346,88,2566,"2023-02-01",744.3,"2369N0325422I","69500",41.5,0,"appartement",540.7,142.1,0,"C",26.693783
260,1554.8,129,1946.4,"2023-12-08",450.3,"2369N4223519D","69500",64.8,34.4,"appartement",94.8,69.1,23.9,"A",26.693783
398.5,1554.8,162.6,2688.1,"2023-12-08",579.1,"2369N4221407X","69500",81.7,43.4,"appartement",96.5,75.7,0,"B",26.693783
151.8,1554.8,89.1,1296.2,"2023-12-08",299.9,"2369N4223486W","69500",44.7,23.8,"appartement",82.1,66.6,16.5,"A",26.693783
394.6,1554.8,150.4,2626.5,"2023-12-08",565.8,"2369N4221374Q","69500",75.5,40.1,"appartement",93.5,80,0,"B",26.693783
67,549,42.8,321.8,"2023-05-23",93.3,"2369N1686974S","69500",19.2,29.4,"appartement",0.8,38.6,0,"A",26.693783
301.2,1554.8,164.3,2277.8,"2023-12-08",526.9,"2369N4223477N","69500",82.5,43.8,"appartement",104,63.5,30.4,"A",26.693783
151.4,1554.8,89.1,1294.5,"2023-12-08",299.5,"2369N4223509T","69500",44.7,23.8,"appartement",82.1,66.5,16.5,"A",26.693783
300.9,1554.8,129,2115.7,"2023-12-08",455.8,"2369N4221394K","69500",64.8,34.4,"appartement",88.3,75.1,0,"B",26.693783
81.2,1554.8,48.5,779.3,"2023-12-08",180.3,"2369N4223502M","69500",24.4,12.9,"appartement",63.1,73.6,9,"B",26.693783
294.8,1554.8,126.1,2077.5,"2023-12-08",447.6,"2369N4221402S","69500",63.3,33.6,"appartement",87.6,75.4,0,"B",26.693783
192.3,1554.8,89.1,1461.6,"2023-12-08",314.9,"2369N4221389F","69500",44.7,23.8,"appartement",76.5,75.1,0,"B",26.693783
33.6,549,39.2,199.1,"2023-05-23",57.8,"2369N1686978W","69500",17.6,26.9,"appartement",0.8,26.1,0,"A",26.693783
558.7,NA,85.1,4981.4,"2023-05-04",878,"2369N1483340Q","69500",255.7,37.2,"maison",196.9,44,0,"A",26.693783
283.8,1554.8,164.3,2202.6,"2023-12-08",509.5,"2369N4223484U","69500",82.5,43.8,"appartement",104,61.4,30.4,"A",26.693783
232.5,1554.8,84.3,1627.2,"2023-12-08",350.5,"2369N4221375R","69500",42.3,22.5,"appartement",74.4,88.4,0,"B",26.693783
239.7,1554.8,129,1858.7,"2023-12-08",430,"2369N4223501L","69500",64.8,34.4,"appartement",94.8,66,23.9,"A",26.693783
217.8,1112.7,174,5606.3,"2023-09-20",501.8,"2369N3132792C","69500",79,40.9,"appartement",200.9,75.7,0,"B",26.693783
437.3,1554.8,193.1,2975.7,"2023-12-08",641.1,"2369N4221417H","69500",97,51.5,"appartement",103.9,70.6,0,"B",26.693783
79.8,549,42.8,366,"2023-05-23",106.2,"2369N1686985D","69500",19.2,29.4,"appartement",0.8,43.9,0,"A",26.693783
179.1,1888.4,79.8,2919.8,"2023-11-24",343.5,"2369N4015493D","69500",37.8,0,"appartement",133.9,80.9,0,"C",26.693783
125.2,1513.7,72.6,2268.2,"2023-11-13",290.7,"2369N3854815F","69500",35.6,9.1,"appartement",124.7,71.6,0,"C",26.693783
247.5,1112.7,136.5,5700.6,"2023-09-20",496.2,"2369N3132777N","69500",62,32.1,"appartement",183.5,96.7,0,"B",26.693783
482.5,1888.4,183.7,6273.4,"2023-11-24",740.9,"2369N4015490A","69500",86.9,0,"appartement",188.3,75.8,0,"C",26.693783
165.3,1112.7,100.6,4340.2,"2023-09-20",376.6,"2369N3132832Q","69500",45.7,23.7,"appartement",163.3,99.7,0,"B",26.693783
29.7,549,39.2,917,"2023-07-10",134.7,"2369N2326321Z","69500",17.6,26.9,"appartement",81.6,65.8,0,"B",26.693783
198.2,4585.7,153,5406.4,"2023-08-31",482.1,"2369N2886748W","69500",73.1,19.1,"appartement",206.3,78.7,0,"B",26.693783
170.8,1888.4,85,2888.7,"2023-11-24",341.3,"2369N4015420I","69500",40.2,0,"appartement",138,75.4,0,"C",26.693783
234.8,1112.7,120,5414.7,"2023-09-20",467.9,"2369N3132775L","69500",54.5,28.2,"appartement",175.8,104.1,0,"B",26.693783
159.8,1091.7,130.8,4763.6,"2023-08-31",416.4,"2369N2887000O","69500",63.6,16.3,"appartement",199.7,78.9,0,"B",26.693783
485.7,1888.4,183.7,6007,"2023-11-02",728.9,"2369N3717994W","69500",86.9,0,"appartement",173.1,74.2,0,"C",26.693783
173.6,4585.7,144.6,5024.5,"2023-08-31",448.9,"2369N2886497F","69500",69.1,18.1,"appartement",201.9,77.5,0,"B",26.693783
190.5,4585.7,126.4,5086.8,"2023-08-31",447.1,"2369N2886559P","69500",60.4,15.8,"appartement",192.4,89,0,"B",26.693783
134.7,2660.5,87,3453.5,"2023-01-30",310.2,"2269N3212127K","69500",43,23.2,"appartement",133.4,85.8,0,"B",26.693783
126.1,2474.3,87.2,3853.4,"2023-08-31",336.5,"2369N2886819P","69500",43.7,11.6,"appartement",164.8,92.8,0,"B",26.693783
145.8,1888.4,78,2462.1,"2023-11-02",297.5,"2369N3717969X","69500",36.9,0,"appartement",121.9,71.3,0,"C",26.693783
100.6,549,42.6,1186.7,"2023-07-10",209.7,"2369N2326267X","69500",19.1,29.3,"appartement",83.7,91.8,0,"B",26.693783
175.4,4585.7,133.1,4950.6,"2023-08-31",438.8,"2369N2886424K","69500",63.6,16.6,"appartement",195.9,82.6,0,"B",26.693783
353.2,1888.4,143.2,4659.2,"2023-11-02",564.7,"2369N3717964S","69500",67.8,0,"appartement",156.9,73.7,0,"C",26.693783
140.7,4585.7,95.6,4151,"2023-08-31",362,"2369N2886542Y","69500",45.7,12,"appartement",172.8,95.6,0,"B",26.693783
398.5,1888.4,142.9,5304.2,"2023-11-24",623.5,"2369N4015502M","69500",67.7,0,"appartement",170.4,82,0,"C",26.693783
212.2,4585.7,124.1,5343.8,"2023-08-31",466.5,"2369N2886687N","69500",59.3,15.5,"appartement",191.3,94.8,0,"B",26.693783
242.4,1235.3,135.2,5723.9,"2023-09-20",504,"2369N3132928I","69500",63.1,33.8,"appartement",188.1,95.9,0,"B",26.693783
168.3,1888.4,79.8,2671.4,"2023-11-02",322,"2369N3717983L","69500",37.8,0,"appartement",123.2,75.5,0,"C",26.693783
172.2,1346,81.2,3271,"2023-02-01",381.9,"2369N0325429P","69500",38.3,0,"appartement",180.3,88.8,0,"C",26.693783
190.9,4585.7,136.9,5180.2,"2023-08-31",458.3,"2369N2886619X","69500",65.4,17.1,"appartement",197.9,84,0,"B",26.693783
392.9,1282.4,169.3,6810.7,"2023-01-30",619.4,"2269N3212195A","69500",83.7,45.2,"appartement",144.7,87.5,0,"B",26.693783
194.8,4585.7,132,5189.1,"2023-08-31",457.2,"2369N2886367F","69500",63.1,16.5,"appartement",195.4,87,0,"B",26.693783
176,4585.7,130.7,4939.1,"2023-08-31",437.1,"2369N2886716Q","69500",62.5,16.3,"appartement",194.7,83.8,0,"B",26.693783
374,1888.4,135.1,4800.1,"2023-11-02",579.2,"2369N3717938S","69500",64,0,"appartement",153.6,80.2,0,"C",26.693783
171.9,1888.4,85,2742.8,"2023-11-02",331.3,"2369N3717961P","69500",40.2,0,"appartement",126.9,72.9,0,"C",26.693783
133.9,4585.7,139.2,4474.6,"2023-08-31",403.7,"2369N2886621Z","69500",66.5,17.4,"appartement",199.1,72,0,"B",26.693783
397.1,1346,158.9,5899.9,"2023-02-01",691.7,"2369N0325409V","69500",75,0,"appartement",237,82.1,0,"C",26.693783
140.1,2474.3,97.5,4173.7,"2023-08-31",365.6,"2369N2886813J","69500",48.9,13,"appartement",174.6,90.1,0,"B",26.693783
201.6,1282.4,130.3,4285.1,"2023-01-30",395.3,"2269N3212177I","69500",64.4,34.7,"appartement",130.7,72.1,0,"B",26.693783
465.1,2660.5,160.4,7991.1,"2023-01-30",712.2,"2269N3212110T","69500",79.3,42.8,"appartement",169.6,107.2,0,"C",26.693783
203.4,1091.7,141.8,5409.8,"2023-08-31",470.7,"2369N2886994I","69500",69,17.7,"appartement",205.6,82.4,0,"B",26.693783
197.6,1282.4,130.3,4236.6,"2023-01-30",391.3,"2269N3212186R","69500",64.4,34.7,"appartement",130.7,71.3,0,"B",26.693783
505.1,1346,186.9,7053.6,"2023-02-01",826.2,"2369N0325435V","69500",88.2,0,"appartement",253.3,83.4,0,"C",26.693783
464,2660.5,178,8103.1,"2023-01-30",727.1,"2269N3212116Z","69500",88,47.5,"appartement",177.1,98.3,0,"C",26.693783
124.8,1513.7,72.6,2265.3,"2023-11-13",290.3,"2369N3854831V","69500",35.6,9.1,"appartement",124.7,71.5,0,"C",26.693783
267.2,1282.4,169.3,5309.6,"2023-01-30",493.7,"2269N3212187S","69500",83.7,45.2,"appartement",144.7,69,0,"B",26.693783
136.1,2474.3,83.9,3934.6,"2023-08-31",341.6,"2369N2886924Q","69500",42.1,11.2,"appartement",161.7,98.2,0,"B",26.693783
193.4,4585.7,112.1,5005.1,"2023-08-31",435.4,"2369N2886756E","69500",53.6,14,"appartement",185,98.2,0,"B",26.693783
231.3,1513.7,119,3493.6,"2023-11-13",453,"2369N3854826Q","69500",58.4,14.9,"appartement",154.9,67.8,0,"C",26.693783
295,1282.4,130.3,5400.1,"2023-01-30",488.8,"2269N3212194Z","69500",64.4,34.7,"appartement",130.7,89.9,0,"B",26.693783
70.6,549,42.8,1084.8,"2023-07-10",179.9,"2369N2326439N","69500",19.2,29.4,"appartement",83.8,79.1,0,"B",26.693783
